fecha,competicion,local,visitante,goles_local,goles_visitante
2023-01-02,AFF Championship,Thailand,Cambodia,3.0,1.0
2023-01-02,AFF Championship,Philippines,Indonesia,1.0,2.0
2023-01-03,AFF Championship,Vietnam,Myanmar,3.0,0.0
2023-01-03,AFF Championship,Malaysia,Singapore,4.0,1.0
2023-01-06,Gulf Cup,Iraq,Oman,0.0,0.0
2023-01-06,Gulf Cup,Yemen,Saudi Arabia,0.0,2.0
2023-01-06,AFF Championship,Indonesia,Vietnam,0.0,0.0
2023-01-07,Gulf Cup,Bahrain,United Arab Emirates,2.0,1.0
2023-01-07,Gulf Cup,Kuwait,Qatar,0.0,2.0
2023-01-07,AFF Championship,Malaysia,Thailand,1.0,0.0
2023-01-08,Friendly,Iceland,Estonia,1.0,1.0
2023-01-09,Friendly,Sweden,Finland,2.0,0.0
2023-01-09,Gulf Cup,Oman,Yemen,3.0,2.0
2023-01-09,Gulf Cup,Iraq,Saudi Arabia,2.0,0.0
2023-01-09,AFF Championship,Vietnam,Indonesia,2.0,0.0
2023-01-10,Gulf Cup,United Arab Emirates,Kuwait,0.0,1.0
2023-01-10,Gulf Cup,Qatar,Bahrain,1.0,2.0
2023-01-10,AFF Championship,Thailand,Malaysia,3.0,0.0
2023-01-12,Friendly,Finland,Estonia,0.0,1.0
2023-01-12,Friendly,Sweden,Iceland,2.0,1.0
2023-01-12,Gulf Cup,Iraq,Yemen,5.0,0.0
2023-01-12,Gulf Cup,Saudi Arabia,Oman,1.0,2.0
2023-01-13,Gulf Cup,Bahrain,Kuwait,1.0,1.0
2023-01-13,Gulf Cup,Qatar,United Arab Emirates,1.0,1.0
2023-01-13,AFF Championship,Vietnam,Thailand,2.0,2.0
2023-01-16,Gulf Cup,Iraq,Qatar,2.0,1.0
2023-01-16,Gulf Cup,Bahrain,Oman,0.0,1.0
2023-01-16,AFF Championship,Thailand,Vietnam,1.0,0.0
2023-01-19,Gulf Cup,Iraq,Oman,3.0,2.0
2023-01-25,Friendly,United States,Serbia,1.0,2.0
2023-01-28,Friendly,United States,Colombia,0.0,0.0
2023-02-22,Friendly,Grenada,Barbados,1.0,1.0
2023-02-26,Friendly,Grenada,Barbados,2.0,2.0
2023-03-03,Friendly,Grenada,Saint Lucia,1.0,2.0
2023-03-04,Friendly,Saint Barthélemy,Sint Maarten,5.0,1.0
2023-03-05,Friendly,Grenada,Saint Lucia,2.0,0.0
2023-03-10,Friendly,Saint Martin,Saint Barthélemy,3.0,2.0
2023-03-11,Friendly,Jamaica,Trinidad and Tobago,0.0,1.0
2023-03-12,Friendly,Guatemala,Panama,1.0,1.0
2023-03-14,Friendly,Jamaica,Trinidad and Tobago,0.0,0.0
2023-03-15,Friendly,Bangladesh,Malawi,1.0,1.0
2023-03-19,Friendly,Ethiopia,Rwanda,1.0,0.0
2023-03-20,Friendly,Fiji,Vanuatu,1.0,2.0
2023-03-21,Friendly,Maldives,Pakistan,1.0,0.0
2023-03-21,Friendly,Tahiti,New Caledonia,0.0,2.0
2023-03-22,Friendly,Honduras,El Salvador,1.0,0.0
2023-03-22,Tri Nation Tournament,India,Myanmar,1.0,0.0
2023-03-22,Tri Nation Tournament,Nepal,Laos,2.0,0.0
2023-03-22,Friendly,Republic of Ireland,Latvia,3.0,2.0
2023-03-22,African Cup of Nations qualification,Sierra Leone,São Tomé and Príncipe,2.0,2.0
2023-03-22,African Cup of Nations qualification,Benin,Rwanda,1.0,1.0
2023-03-23,Friendly,Argentina,Panama,2.0,0.0
2023-03-23,Friendly,Hong Kong,Singapore,1.0,1.0
2023-03-23,Friendly,Hungary,Estonia,1.0,0.0
2023-03-23,Friendly,Iran,Russia,1.0,1.0
2023-03-23,Friendly,Malaysia,Turkmenistan,1.0,0.0
2023-03-23,Friendly,New Zealand,China,0.0,0.0
2023-03-23,Friendly,Solomon Islands,Vanuatu,2.0,0.0
2023-03-23,African Cup of Nations qualification,Madagascar,Central African Republic,0.0,3.0
2023-03-23,African Cup of Nations qualification,Ghana,Angola,1.0,0.0
2023-03-23,African Cup of Nations qualification,Algeria,Niger,2.0,1.0
2023-03-23,African Cup of Nations qualification,Congo,South Sudan,1.0,2.0
2023-03-23,African Cup of Nations qualification,Zambia,Lesotho,3.0,1.0
2023-03-23,African Cup of Nations qualification,Gabon,Sudan,1.0,0.0
2023-03-23,UEFA Euro qualification,Italy,England,1.0,2.0
2023-03-23,UEFA Euro qualification,North Macedonia,Malta,2.0,1.0
2023-03-23,UEFA Euro qualification,Denmark,Finland,3.0,1.0
2023-03-23,UEFA Euro qualification,San Marino,Northern Ireland,0.0,2.0
2023-03-23,UEFA Euro qualification,Kazakhstan,Slovenia,1.0,2.0
2023-03-23,UEFA Euro qualification,Portugal,Liechtenstein,4.0,0.0
2023-03-23,UEFA Euro qualification,Bosnia and Herzegovina,Iceland,3.0,0.0
2023-03-23,UEFA Euro qualification,Slovakia,Luxembourg,0.0,0.0
2023-03-23,CONCACAF Nations League,Suriname,Mexico,0.0,2.0
2023-03-23,CONCACAF Nations League,Barbados,Cuba,0.0,1.0
2023-03-23,CONCACAF Nations League,Guadeloupe,Antigua and Barbuda,0.0,1.0
2023-03-23,CONCACAF Nations League,French Guiana,Dominican Republic,1.0,1.0
2023-03-23,CONCACAF Nations League,Saint Martin,Saint Kitts and Nevis,1.0,3.0
2023-03-23,CONCACAF Nations League,British Virgin Islands,Puerto Rico,1.0,3.0
2023-03-24,Friendly,Australia,Ecuador,3.0,1.0
2023-03-24,Friendly,Japan,Uruguay,1.0,1.0
2023-03-24,Friendly,South Korea,Colombia,2.0,2.0
2023-03-24,Friendly,Kuwait,Philippines,2.0,0.0
2023-03-24,Friendly,Saudi Arabia,Venezuela,1.0,2.0
2023-03-24,Friendly,Tahiti,New Caledonia,2.0,1.0
2023-03-24,Friendly,Uzbekistan,Bolivia,1.0,0.0
2023-03-24,African Cup of Nations qualification,Nigeria,Guinea-Bissau,0.0,1.0
2023-03-24,African Cup of Nations qualification,Cape Verde,Eswatini,0.0,0.0
2023-03-24,African Cup of Nations qualification,Burkina Faso,Togo,1.0,0.0
2023-03-24,African Cup of Nations qualification,Cameroon,Namibia,1.0,1.0
2023-03-24,African Cup of Nations qualification,Guinea,Ethiopia,2.0,0.0
2023-03-24,African Cup of Nations qualification,Egypt,Malawi,2.0,0.0
2023-03-24,African Cup of Nations qualification,Uganda,Tanzania,0.0,1.0
2023-03-24,African Cup of Nations qualification,Mali,Gambia,2.0,0.0
2023-03-24,African Cup of Nations qualification,Ivory Coast,Comoros,3.0,1.0
2023-03-24,African Cup of Nations qualification,DR Congo,Mauritania,3.0,1.0
2023-03-24,African Cup of Nations qualification,Equatorial Guinea,Botswana,2.0,0.0
2023-03-24,African Cup of Nations qualification,Tunisia,Libya,3.0,0.0
2023-03-24,African Cup of Nations qualification,South Africa,Liberia,2.0,2.0
2023-03-24,African Cup of Nations qualification,Senegal,Mozambique,5.0,1.0
2023-03-24,UEFA Euro qualification,Gibraltar,Greece,0.0,3.0
2023-03-24,UEFA Euro qualification,France,Netherlands,4.0,0.0
2023-03-24,UEFA Euro qualification,Czech Republic,Poland,3.0,1.0
2023-03-24,UEFA Euro qualification,Moldova,Faroe Islands,1.0,1.0
2023-03-24,UEFA Euro qualification,Austria,Azerbaijan,4.0,1.0
2023-03-24,UEFA Euro qualification,Sweden,Belgium,0.0,3.0
2023-03-24,UEFA Euro qualification,Bulgaria,Montenegro,0.0,1.0
2023-03-24,UEFA Euro qualification,Serbia,Lithuania,2.0,0.0
2023-03-24,CONCACAF Nations League,Grenada,United States,1.0,7.0
2023-03-24,CONCACAF Nations League,Bahamas,Trinidad and Tobago,0.0,3.0
2023-03-24,CONCACAF Nations League,Nicaragua,Saint Vincent and the Grenadines,4.0,1.0
2023-03-24,CONCACAF Nations League,Belize,Guatemala,1.0,2.0
2023-03-24,CONCACAF Nations League,Anguilla,Saint Lucia,1.0,2.0
2023-03-25,Friendly,Bahrain,Palestine,1.0,2.0
2023-03-25,Friendly,Bangladesh,Seychelles,1.0,0.0
2023-03-25,Tri Nation Tournament,Bhutan,Laos,1.0,2.0
2023-03-25,Friendly,Georgia,Mongolia,6.0,1.0
2023-03-25,Friendly,Germany,Peru,2.0,0.0
2023-03-25,Friendly,Indonesia,Burundi,3.0,1.0
2023-03-25,Friendly,Morocco,Brazil,2.0,1.0
2023-03-25,Tri Nation Tournament,Myanmar,Kyrgyzstan,1.0,1.0
2023-03-25,Friendly,Thailand,Syria,1.0,3.0
2023-03-25,Friendly,United Arab Emirates,Tajikistan,0.0,0.0
2023-03-25,UEFA Euro qualification,Scotland,Cyprus,3.0,0.0
2023-03-25,UEFA Euro qualification,Spain,Norway,3.0,0.0
2023-03-25,UEFA Euro qualification,Croatia,Wales,1.0,1.0
2023-03-25,UEFA Euro qualification,Armenia,Turkey,1.0,2.0
2023-03-25,UEFA Euro qualification,Belarus,Switzerland,0.0,5.0
2023-03-25,UEFA Euro qualification,Israel,Kosovo,1.0,1.0
2023-03-25,UEFA Euro qualification,Andorra,Romania,0.0,2.0
2023-03-25,CONCACAF Nations League,Martinique,Costa Rica,1.0,2.0
2023-03-25,CONCACAF Nations League,Curaçao,Canada,0.0,2.0
2023-03-25,CONCACAF Nations League,Bermuda,Guyana,0.0,2.0
2023-03-25,CONCACAF Nations League,Montserrat,Haiti,0.0,4.0
2023-03-25,CONCACAF Nations League,Sint Maarten,Bonaire,6.0,1.0
2023-03-25,CONCACAF Nations League,Turks and Caicos Islands,United States Virgin Islands,1.0,0.0
2023-03-26,Friendly,Fiji,Solomon Islands,0.0,2.0
2023-03-26,Friendly,Macau,Singapore,0.0,1.0
2023-03-26,Friendly,New Zealand,China,2.0,1.0
2023-03-26,Friendly,Russia,Iraq,2.0,0.0
2023-03-26,African Cup of Nations qualification,São Tomé and Príncipe,Sierra Leone,0.0,2.0
2023-03-26,African Cup of Nations qualification,Lesotho,Zambia,0.0,2.0
2023-03-26,UEFA Euro qualification,England,Ukraine,2.0,0.0
2023-03-26,UEFA Euro qualification,Malta,Italy,0.0,2.0
2023-03-26,UEFA Euro qualification,Slovenia,San Marino,2.0,0.0
2023-03-26,UEFA Euro qualification,Kazakhstan,Denmark,3.0,2.0
2023-03-26,UEFA Euro qualification,Northern Ireland,Finland,0.0,1.0
2023-03-26,UEFA Euro qualification,Liechtenstein,Iceland,0.0,7.0
2023-03-26,UEFA Euro qualification,Luxembourg,Portugal,0.0,6.0
2023-03-26,UEFA Euro qualification,Slovakia,Bosnia and Herzegovina,2.0,0.0
2023-03-26,CONCACAF Nations League,Mexico,Jamaica,2.0,2.0
2023-03-26,CONCACAF Nations League,Antigua and Barbuda,Barbados,1.0,2.0
2023-03-26,CONCACAF Nations League,Cuba,Guadeloupe,1.0,0.0
2023-03-26,CONCACAF Nations League,Puerto Rico,Cayman Islands,5.0,1.0
2023-03-27,Friendly,Chile,Paraguay,3.0,2.0
2023-03-27,Friendly,Greece,Lithuania,0.0,0.0
2023-03-27,Friendly,North Macedonia,Faroe Islands,1.0,0.0
2023-03-27,Friendly,Oman,Lebanon,2.0,0.0
2023-03-27,African Cup of Nations qualification,Guinea-Bissau,Nigeria,0.0,1.0
2023-03-27,African Cup of Nations qualification,Ethiopia,Guinea,2.0,3.0
2023-03-27,African Cup of Nations qualification,Central African Republic,Madagascar,2.0,0.0
2023-03-27,African Cup of Nations qualification,Angola,Ghana,1.0,1.0
2023-03-27,African Cup of Nations qualification,Niger,Algeria,0.0,1.0
2023-03-27,African Cup of Nations qualification,South Sudan,Congo,0.0,1.0
2023-03-27,African Cup of Nations qualification,Sudan,Gabon,1.0,0.0
2023-03-27,UEFA Euro qualification,Republic of Ireland,France,0.0,1.0
2023-03-27,UEFA Euro qualification,Netherlands,Gibraltar,3.0,0.0
2023-03-27,UEFA Euro qualification,Poland,Albania,1.0,0.0
2023-03-27,UEFA Euro qualification,Moldova,Czech Republic,0.0,0.0
2023-03-27,UEFA Euro qualification,Austria,Estonia,2.0,1.0
2023-03-27,UEFA Euro qualification,Sweden,Azerbaijan,5.0,0.0
2023-03-27,UEFA Euro qualification,Hungary,Bulgaria,3.0,0.0
2023-03-27,UEFA Euro qualification,Montenegro,Serbia,0.0,2.0
2023-03-27,CONCACAF Nations League,United States,El Salvador,1.0,0.0
2023-03-27,CONCACAF Nations League,Saint Vincent and the Grenadines,Bahamas,1.0,1.0
2023-03-27,CONCACAF Nations League,Trinidad and Tobago,Nicaragua,1.0,1.0
2023-03-27,CONCACAF Nations League,Dominican Republic,Belize,2.0,0.0
2023-03-27,CONCACAF Nations League,Guatemala,French Guiana,4.0,0.0
2023-03-27,CONCACAF Nations League,Saint Kitts and Nevis,Aruba,2.0,0.0
2023-03-27,CONCACAF Nations League,Saint Lucia,Dominica,3.0,1.0
2023-03-28,Friendly,Argentina,Curaçao,7.0,0.0
2023-03-28,Friendly,Armenia,Cyprus,2.0,2.0
2023-03-28,Friendly,Australia,Ecuador,1.0,2.0
2023-03-28,Friendly,Bahrain,Syria,1.0,0.0
2023-03-28,Friendly,Bangladesh,Seychelles,0.0,1.0
2023-03-28,Friendly,Germany,Belgium,2.0,3.0
2023-03-28,Tri Nation Tournament,India,Kyrgyzstan,2.0,0.0
2023-03-28,Friendly,Indonesia,Burundi,2.0,2.0
2023-03-28,Friendly,Iran,Kenya,2.0,1.0
2023-03-28,Friendly,Japan,Colombia,1.0,2.0
2023-03-28,Friendly,Jordan,Philippines,4.0,0.0
2023-03-28,Friendly,South Korea,Uruguay,1.0,2.0
2023-03-28,Friendly,Kuwait,Tajikistan,2.0,1.0
2023-03-28,Friendly,Malaysia,Hong Kong,2.0,0.0
2023-03-28,Friendly,Morocco,Peru,0.0,0.0
2023-03-28,Tri Nation Tournament,Nepal,Bhutan,1.0,1.0
2023-03-28,Friendly,Saudi Arabia,Bolivia,1.0,2.0
2023-03-28,Friendly,United Arab Emirates,Thailand,2.0,0.0
2023-03-28,Friendly,Uzbekistan,Venezuela,1.0,1.0
2023-03-28,African Cup of Nations qualification,Eswatini,Cape Verde,0.0,1.0
2023-03-28,African Cup of Nations qualification,Togo,Burkina Faso,1.0,1.0
2023-03-28,African Cup of Nations qualification,Namibia,Cameroon,2.0,1.0
2023-03-28,African Cup of Nations qualification,Malawi,Egypt,0.0,4.0
2023-03-28,African Cup of Nations qualification,Tanzania,Uganda,0.0,1.0
2023-03-28,African Cup of Nations qualification,Gambia,Mali,1.0,0.0
2023-03-28,African Cup of Nations qualification,Comoros,Ivory Coast,0.0,2.0
2023-03-28,African Cup of Nations qualification,Mauritania,DR Congo,1.0,1.0
2023-03-28,African Cup of Nations qualification,Botswana,Equatorial Guinea,2.0,3.0
2023-03-28,African Cup of Nations qualification,Libya,Tunisia,0.0,1.0
2023-03-28,African Cup of Nations qualification,Liberia,South Africa,1.0,2.0
2023-03-28,African Cup of Nations qualification,Mozambique,Senegal,0.0,1.0
2023-03-28,UEFA Euro qualification,Scotland,Spain,2.0,0.0
2023-03-28,UEFA Euro qualification,Georgia,Norway,1.0,1.0
2023-03-28,UEFA Euro qualification,Wales,Latvia,1.0,0.0
2023-03-28,UEFA Euro qualification,Turkey,Croatia,0.0,2.0
2023-03-28,UEFA Euro qualification,Kosovo,Andorra,1.0,1.0
2023-03-28,UEFA Euro qualification,Switzerland,Israel,3.0,0.0
2023-03-28,UEFA Euro qualification,Romania,Belarus,2.0,1.0
2023-03-28,CONCACAF Nations League,Costa Rica,Panama,0.0,1.0
2023-03-28,CONCACAF Nations League,Canada,Honduras,4.0,1.0
2023-03-28,CONCACAF Nations League,Haiti,Bermuda,3.0,1.0
2023-03-28,CONCACAF Nations League,Guyana,Montserrat,0.0,0.0
2023-03-28,CONCACAF Nations League,Bonaire,Turks and Caicos Islands,1.0,2.0
2023-03-28,CONCACAF Nations League,United States Virgin Islands,Sint Maarten,1.0,2.0
2023-03-29,African Cup of Nations qualification,Rwanda,Benin,1.0,1.0
2023-03-31,Tri Nation Tournament,Nepal,Laos,2.0,1.0
2023-04-19,Friendly,United States,Mexico,1.0,1.0
2023-06-07,Friendly,Mexico,Guatemala,2.0,0.0
2023-06-09,Friendly,Luxembourg,Malta,0.0,1.0
2023-06-10,Friendly,Mexico,Cameroon,2.0,2.0
2023-06-10,Friendly,Panama,Nicaragua,3.0,2.0
2023-06-11,Friendly,Chile,Cuba,3.0,0.0
2023-06-11,Friendly,Guatemala,Trinidad and Tobago,0.0,1.0
2023-06-11,CAFA Nations Cup,Tajikistan,Turkmenistan,1.0,1.0
2023-06-11,CAFA Nations Cup,Uzbekistan,Oman,3.0,0.0
2023-06-11,Mauritius Four Nations Cup,Mauritius,Pakistan,3.0,0.0
2023-06-12,Friendly,Germany,Ukraine,3.0,3.0
2023-06-12,Friendly,Morocco,Cape Verde,0.0,0.0
2023-06-13,CAFA Nations Cup,Iran,Afghanistan,6.0,1.0
2023-06-13,Friendly,Curaçao,Costa Rica,0.0,0.0
2023-06-14,Friendly,DR Congo,Uganda,1.0,0.0
2023-06-14,Friendly,Indonesia,Palestine,0.0,0.0
2023-06-14,Friendly,Malaysia,Solomon Islands,4.0,1.0
2023-06-14,Friendly,Mozambique,Malawi,1.0,1.0
2023-06-14,Friendly,Togo,Lesotho,2.0,0.0
2023-06-14,Friendly,Uruguay,Nicaragua,4.0,1.0
2023-06-14,UEFA Nations League,Netherlands,Croatia,2.0,4.0
2023-06-14,CAFA Nations Cup,Oman,Tajikistan,1.0,1.0
2023-06-14,CAFA Nations Cup,Uzbekistan,Turkmenistan,2.0,0.0
2023-06-14,Mauritius Four Nations Cup,Pakistan,Kenya,0.0,1.0
2023-06-14,Mauritius Four Nations Cup,Mauritius,Djibouti,1.0,3.0
2023-06-14,African Cup of Nations qualification,Guinea-Bissau,São Tomé and Príncipe,1.0,0.0
2023-06-14,African Cup of Nations qualification,Guinea,Egypt,1.0,2.0
2023-06-14,African Cup of Nations qualification,South Sudan,Gambia,2.0,3.0
2023-06-15,CONCACAF Nations League,Panama,Canada,0.0,2.0
2023-06-15,CONCACAF Nations League,United States,Mexico,3.0,0.0
2023-06-15,Friendly,Argentina,Australia,2.0,0.0
2023-06-15,Friendly,Cambodia,Bangladesh,0.0,1.0
2023-06-15,Friendly,Costa Rica,Guatemala,0.0,1.0
2023-06-15,Friendly,Honduras,Venezuela,0.0,1.0
2023-06-15,Friendly,Jamaica,Qatar,1.0,2.0
2023-06-15,Friendly,Japan,El Salvador,6.0,0.0
2023-06-15,Friendly,Philippines,Nepal,1.0,0.0
2023-06-15,Friendly,Vietnam,Hong Kong,1.0,0.0
2023-06-15,UEFA Nations League,Spain,Italy,2.0,1.0
2023-06-16,Gold Cup qualification,Antigua and Barbuda,Guadeloupe,0.0,5.0
2023-06-16,Gold Cup qualification,Martinique,Saint Lucia,3.0,1.0
2023-06-16,Gold Cup qualification,Curaçao,Saint Kitts and Nevis,1.0,1.0
2023-06-16,Friendly,Chile,Dominican Republic,5.0,0.0
2023-06-16,Friendly,China,Myanmar,4.0,0.0
2023-06-16,Friendly,Taiwan,Thailand,2.0,2.0
2023-06-16,Friendly,Colombia,Iraq,1.0,0.0
2023-06-16,Friendly,South Korea,Peru,0.0,1.0
2023-06-16,Friendly,Poland,Germany,1.0,0.0
2023-06-16,Friendly,Serbia,Jordan,3.0,2.0
2023-06-16,Friendly,Singapore,Papua New Guinea,2.0,2.0
2023-06-16,Friendly,Sweden,New Zealand,4.0,1.0
2023-06-16,UEFA Euro qualification,Gibraltar,France,0.0,3.0
2023-06-16,UEFA Euro qualification,Greece,Republic of Ireland,2.0,1.0
2023-06-16,UEFA Euro qualification,Malta,England,0.0,4.0
2023-06-16,UEFA Euro qualification,North Macedonia,Ukraine,2.0,3.0
2023-06-16,UEFA Euro qualification,Wales,Armenia,2.0,4.0
2023-06-16,UEFA Euro qualification,Latvia,Turkey,2.0,3.0
2023-06-16,UEFA Euro qualification,Finland,Slovenia,2.0,0.0
2023-06-16,UEFA Euro qualification,Denmark,Northern Ireland,1.0,0.0
2023-06-16,UEFA Euro qualification,San Marino,Kazakhstan,0.0,3.0
2023-06-16,UEFA Euro qualification,Andorra,Switzerland,1.0,2.0
2023-06-16,UEFA Euro qualification,Belarus,Israel,1.0,2.0
2023-06-16,UEFA Euro qualification,Kosovo,Romania,0.0,0.0
2023-06-16,CAFA Nations Cup,Kyrgyzstan,Iran,1.0,5.0
2023-06-17,Gold Cup qualification,Guyana,Grenada,1.0,1.0
2023-06-17,Gold Cup qualification,Suriname,Puerto Rico,0.0,0.0
2023-06-17,Gold Cup qualification,French Guiana,Sint Maarten,4.0,1.0
2023-06-17,Friendly,Brazil,Guinea,4.0,1.0
2023-06-17,Friendly,Ecuador,Bolivia,1.0,0.0
2023-06-17,UEFA Euro qualification,Norway,Scotland,1.0,2.0
2023-06-17,UEFA Euro qualification,Cyprus,Georgia,1.0,2.0
2023-06-17,UEFA Euro qualification,Faroe Islands,Czech Republic,0.0,3.0
2023-06-17,UEFA Euro qualification,Albania,Moldova,2.0,0.0
2023-06-17,UEFA Euro qualification,Azerbaijan,Estonia,1.0,1.0
2023-06-17,UEFA Euro qualification,Belgium,Austria,1.0,1.0
2023-06-17,UEFA Euro qualification,Lithuania,Bulgaria,1.0,1.0
2023-06-17,UEFA Euro qualification,Montenegro,Hungary,0.0,0.0
2023-06-17,UEFA Euro qualification,Luxembourg,Liechtenstein,2.0,0.0
2023-06-17,UEFA Euro qualification,Iceland,Slovakia,1.0,2.0
2023-06-17,UEFA Euro qualification,Portugal,Bosnia and Herzegovina,3.0,0.0
2023-06-17,CONIFA World Football Cup qualification,Ticino,Raetia,1.0,8.0
2023-06-17,CAFA Nations Cup,Turkmenistan,Oman,0.0,2.0
2023-06-17,CAFA Nations Cup,Uzbekistan,Tajikistan,5.0,1.0
2023-06-17,Mauritius Four Nations Cup,Djibouti,Pakistan,3.0,1.0
2023-06-17,African Cup of Nations qualification,Central African Republic,Angola,1.0,2.0
2023-06-17,African Cup of Nations qualification,Zambia,Ivory Coast,3.0,0.0
2023-06-17,African Cup of Nations qualification,Lesotho,Comoros,0.0,1.0
2023-06-17,African Cup of Nations qualification,Equatorial Guinea,Tunisia,1.0,0.0
2023-06-17,African Cup of Nations qualification,Botswana,Libya,1.0,0.0
2023-06-17,African Cup of Nations qualification,South Africa,Morocco,2.0,1.0
2023-06-17,African Cup of Nations qualification,Benin,Senegal,1.0,1.0
2023-06-18,CONCACAF Nations League,Panama,Mexico,0.0,1.0
2023-06-18,CONCACAF Nations League,United States,Canada,2.0,0.0
2023-06-18,Friendly,Egypt,South Sudan,3.0,0.0
2023-06-18,Friendly,Guatemala,Venezuela,0.0,1.0
2023-06-18,Friendly,Paraguay,Nicaragua,2.0,0.0
2023-06-18,Friendly,Singapore,Solomon Islands,1.0,1.0
2023-06-18,UEFA Nations League,Netherlands,Italy,2.0,3.0
2023-06-18,UEFA Nations League,Croatia,Spain,0.0,0.0
2023-06-18,Mauritius Four Nations Cup,Mauritius,Kenya,1.0,0.0
2023-06-18,African Cup of Nations qualification,Sierra Leone,Nigeria,2.0,3.0
2023-06-18,African Cup of Nations qualification,Cape Verde,Burkina Faso,3.0,1.0
2023-06-18,African Cup of Nations qualification,Eswatini,Togo,0.0,2.0
2023-06-18,African Cup of Nations qualification,Madagascar,Ghana,0.0,0.0
2023-06-18,African Cup of Nations qualification,Tanzania,Niger,1.0,0.0
2023-06-18,African Cup of Nations qualification,Uganda,Algeria,1.0,2.0
2023-06-18,African Cup of Nations qualification,Congo,Mali,0.0,2.0
2023-06-18,African Cup of Nations qualification,Gabon,DR Congo,0.0,2.0
2023-06-18,African Cup of Nations qualification,Rwanda,Mozambique,0.0,2.0
2023-06-19,Friendly,Hong Kong,Thailand,0.0,1.0
2023-06-19,Friendly,Indonesia,Argentina,0.0,2.0
2023-06-19,Friendly,Jamaica,Jordan,1.0,2.0
2023-06-19,Friendly,Macau,Myanmar,0.0,2.0
2023-06-19,Friendly,Philippines,Taiwan,2.0,3.0
2023-06-19,UEFA Euro qualification,Republic of Ireland,Gibraltar,3.0,0.0
2023-06-19,UEFA Euro qualification,France,Greece,1.0,0.0
2023-06-19,UEFA Euro qualification,Ukraine,Malta,1.0,0.0
2023-06-19,UEFA Euro qualification,England,North Macedonia,7.0,0.0
2023-06-19,UEFA Euro qualification,Armenia,Latvia,2.0,1.0
2023-06-19,UEFA Euro qualification,Turkey,Wales,2.0,0.0
2023-06-19,UEFA Euro qualification,Finland,San Marino,6.0,0.0
2023-06-19,UEFA Euro qualification,Northern Ireland,Kazakhstan,0.0,1.0
2023-06-19,UEFA Euro qualification,Slovenia,Denmark,1.0,1.0
2023-06-19,UEFA Euro qualification,Belarus,Kosovo,2.0,1.0
2023-06-19,UEFA Euro qualification,Switzerland,Romania,2.0,2.0
2023-06-19,UEFA Euro qualification,Israel,Andorra,2.0,1.0
2023-06-20,Gold Cup qualification,Guadeloupe,Guyana,2.0,0.0
2023-06-20,Gold Cup qualification,Martinique,Puerto Rico,2.0,0.0
2023-06-20,Gold Cup qualification,Saint Kitts and Nevis,French Guiana,1.0,1.0
2023-06-20,Friendly,Algeria,Tunisia,1.0,1.0
2023-06-20,Friendly,Bolivia,Chile,0.0,0.0
2023-06-20,Friendly,Brazil,Senegal,2.0,4.0
2023-06-20,Friendly,China,Palestine,2.0,0.0
2023-06-20,Friendly,Ecuador,Costa Rica,3.0,1.0
2023-06-20,Friendly,Germany,Colombia,0.0,2.0
2023-06-20,Friendly,Haiti,Trinidad and Tobago,0.0,0.0
2023-06-20,Friendly,Japan,Peru,4.0,1.0
2023-06-20,Friendly,South Korea,El Salvador,1.0,1.0
2023-06-20,Friendly,Malaysia,Papua New Guinea,10.0,0.0
2023-06-20,Friendly,Montenegro,Czech Republic,1.0,4.0
2023-06-20,Friendly,Uruguay,Cuba,2.0,0.0
2023-06-20,Friendly,Vietnam,Syria,1.0,0.0
2023-06-20,UEFA Euro qualification,Scotland,Georgia,2.0,0.0
2023-06-20,UEFA Euro qualification,Norway,Cyprus,3.0,1.0
2023-06-20,UEFA Euro qualification,Faroe Islands,Albania,1.0,3.0
2023-06-20,UEFA Euro qualification,Moldova,Poland,3.0,2.0
2023-06-20,UEFA Euro qualification,Austria,Sweden,2.0,0.0
2023-06-20,UEFA Euro qualification,Estonia,Belgium,0.0,3.0
2023-06-20,UEFA Euro qualification,Hungary,Lithuania,2.0,0.0
2023-06-20,UEFA Euro qualification,Bulgaria,Serbia,1.0,1.0
2023-06-20,UEFA Euro qualification,Iceland,Portugal,0.0,1.0
2023-06-20,UEFA Euro qualification,Bosnia and Herzegovina,Luxembourg,0.0,2.0
2023-06-20,UEFA Euro qualification,Liechtenstein,Slovakia,0.0,1.0
2023-06-20,CAFA Nations Cup,Kyrgyzstan,Oman,0.0,1.0
2023-06-20,CAFA Nations Cup,Uzbekistan,Iran,0.0,1.0
2023-06-20,African Cup of Nations qualification,Burundi,Namibia,3.0,2.0
2023-06-20,African Cup of Nations qualification,Ethiopia,Malawi,0.0,0.0
2023-06-20,African Cup of Nations qualification,Sudan,Mauritania,0.0,3.0
2023-06-21,SAFF Cup,Kuwait,Nepal,3.0,1.0
2023-06-21,SAFF Cup,India,Pakistan,4.0,0.0
2023-06-22,SAFF Cup,Lebanon,Bangladesh,2.0,0.0
2023-06-22,SAFF Cup,Maldives,Bhutan,2.0,0.0
2023-06-24,SAFF Cup,Pakistan,Kuwait,0.0,4.0
2023-06-24,SAFF Cup,India,Nepal,2.0,0.0
2023-06-24,Gold Cup,United States,Jamaica,1.0,1.0
2023-06-25,SAFF Cup,Bangladesh,Maldives,3.0,1.0
2023-06-25,SAFF Cup,Bhutan,Lebanon,1.0,4.0
